timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW
2024/5/1 10:45,131.2,44,483932,62.7,60.8,46.4,46.5,233,230,404,398,49.82,1823.9
2024/5/1 10:46,130.4,37.95,486130,60.7,60,49.7,51.6,214,222,405,400,50,1886.5
2024/5/1 10:47,127,44.56,477797,65.5,61.8,48,49.9,206,197,401,392,50,1974.2
2024/5/1 10:48,131.2,44.13,471301,62.3,62.1,47.2,47.1,227,209,403,400,49.84,1872
2024/5/1 10:49,133.4,46.46,480773,60.7,60.1,53.3,50.7,223,219,402,405,49.91,1911.7
2024/5/1 10:50,126.3,49.35,477089,65.3,61.3,50.4,48.2,210,207,392,402,49.78,1958.7
2024/5/1 10:51,128.4,47.56,492355,62.1,60.3,50.1,50.2,217,220,384,388,49.89,1917.8
2024/5/1 10:52,125.9,44.08,485526,62,58.5,50,50.3,217,209,402,398,50,1893.3
2024/5/1 10:53,130.1,41.99,485375,60,59.1,52.6,50.7,219,218,392,402,49.77,1904.7
2024/5/1 10:54,131.7,51.2,481815,60.8,56.2,49.1,51.2,227,213,413,396,50,1830.4
2024/5/1 10:55,130.4,44.93,463839,59.9,60,50.6,49,215,221,386,404,50,1875.6
2024/5/1 10:56,132.3,44.83,501775,63.6,59.6,51.2,48.9,228,237,397,395,49.77,1867.5
2024/5/1 10:57,131.5,44.74,481716,57.5,58.6,53.1,52.1,213,230,403,403,50,1865.7
2024/5/1 10:58,132.8,45.31,486427,63.5,62.4,49.4,47.7,239,207,416,409,50,1895.5
2024/5/1 10:59,132,44.46,478096,59,61.8,51.9,50.4,240,250,396,397,50,1849.3
2024/5/1 11:00,129.7,43.4,497519,60.7,61.9,45.8,48.1,209,234,403,406,49.67,1840.6
2024/5/1 11:01,130.4,43.47,490900,60.2,62.2,53.6,49.5,205,211,409,415,50,1949.9
2024/5/1 11:02,129,44.77,483150,59.7,60.8,50.3,53,231,209,410,399,50,1892
2024/5/1 11:03,129.9,43.5,486631,62.2,60.8,50.9,47,223,224,406,409,49.97,1876
2024/5/1 11:04,130.4,43.09,503202,60.8,62.4,46.8,46.5,226,228,423,394,49.81,1831
2024/5/1 11:05,130.2,45.15,489201,59.5,62.1,46.7,52.2,212,241,396,404,49.82,1871
2024/5/1 11:06,132.3,44.25,488339,61.1,62.8,48.1,49.9,218,226,422,397,49.7,1887.6
2024/5/1 11:07,129.8,48.66,482269,59.4,60.7,49.5,48,215,212,410,379,50,1868.5
2024/5/1 11:08,128.9,38.28,474651,59.7,58.8,48.9,49.2,223,214,404,419,50,1832
2024/5/1 11:09,129,47.65,488535,57.8,61.3,48.6,49,205,227,405,397,49.84,1858
2024/5/1 11:10,131.3,48.04,492426,59.9,59.7,49,48.9,218,204,413,407,49.75,1861.3
2024/5/1 11:11,128.2,39.76,498626,61.8,62.1,44.8,52.1,205,238,393,399,50,1907.5
2024/5/1 11:12,130.1,44.09,471848,60.9,61.4,50.3,47.6,213,213,403,389,50,1899.7
2024/5/1 11:13,132.4,44.03,480842,64.5,60.9,49.1,49,219,231,398,416,49.46,1904.7
2024/5/1 11:14,130.8,41.45,485204,66.1,60,51.3,47.3,226,234,421,409,50,1889.1
2024/5/1 11:15,130.3,43.03,489828,59.9,62.8,48.5,49,227,256,394,391,49.91,1840.2
2024/5/1 11:16,130.3,42.21,488702,59.2,62.7,48.7,48.1,229,216,425,411,50,1839.3
2024/5/1 11:17,128.8,49.38,488895,63.1,59.7,49.8,50.1,202,216,396,421,50,1927.7
2024/5/1 11:18,129.1,47.35,493139,61.5,58.4,50.8,49.2,235,216,385,405,49.89,1864.4
2024/5/1 11:19,130.1,48.2,482654,63.1,61.2,51.7,50.6,212,222,391,413,49.57,1942.6
2024/5/1 11:20,130.8,46.83,497359,61.6,63.2,49.4,52.1,213,212,391,418,50,1941.9
2024/5/1 11:21,131.8,42.21,493359,60.5,58.3,50.3,47.1,223,234,421,392,49.9,1809.4
2024/5/1 11:22,130.6,43.73,487339,60.5,61.8,49.5,49.7,216,232,385,409,49.54,1876.1
2024/5/1 11:23,132.5,46.28,502710,61.7,59.2,48.9,46.3,224,217,405,385,49.56,1840.3
2024/5/1 11:24,132.8,42.01,502359,60.4,58.8,45.6,49.6,226,211,419,401,49.98,1821.7
2024/5/1 11:25,131.6,46.86,497376,63.3,62.7,49.9,50.6,211,215,435,395,49.97,1956.4
2024/5/1 11:26,132.3,44.48,465769,58.3,62.2,47.6,48.8,218,214,400,396,49.93,1848.7
2024/5/1 11:27,129,44.16,502554,63.3,60.6,51.2,50.2,218,226,403,392,50,1920.8
2024/5/1 11:28,128.7,46.88,496285,57.1,62.5,47.7,50.1,231,222,388,391,50,1846.6
2024/5/1 11:29,131.2,46.22,505983,61.2,62.2,48.3,50.6,214,230,397,388,49.76,1906.1
2024/5/1 11:30,128.5,44.22,499836,60.2,57.9,47.8,47.1,214,238,428,382,49.95,1796
2024/5/1 11:31,130,48.03,502567,57.9,61.1,50.5,51.6,208,224,412,397,50,1879.4
2024/5/1 11:32,131.6,42.44,496974,56.8,63.7,48.9,48.8,209,227,416,385,49.87,1869.6
2024/5/1 11:33,132.6,46.69,500738,58.7,61.8,50.6,46.2,204,249,409,393,49.84,1841.5
2024/5/1 11:34,130.1,46.64,505905,61,55.7,44.1,47.6,212,227,415,390,49.8,1774.9
2024/5/1 11:35,129.5,44.39,491688,59.7,58.8,53.5,47,239,214,425,384,50,1843.3
2024/5/1 11:36,131,45.99,477381,58.8,62.9,47.5,48.4,228,219,396,405,50,1849.4
2024/5/1 11:37,128.9,42.06,487503,63.6,59.8,51,47.8,235,200,411,403,50,1894.1
2024/5/1 11:38,130.3,47.51,493085,58.5,63.2,50.5,46.4,209,227,393,405,49.98,1872.8
2024/5/1 11:39,130.5,44.74,490568,62.3,65,50.9,46.1,197,213,377,402,50,1962.2
2024/5/1 11:40,130.5,43.91,479999,59.1,60.4,47.9,49.4,224,209,405,409,50,1844.6
2024/5/1 11:41,130.7,47.85,476926,58.7,59.7,48.8,52.3,242,210,403,399,50,1856.5
2024/5/1 11:42,129.3,43.47,484048,59.7,58.9,50.3,49.8,214,234,401,421,49.91,1839.9
2024/5/1 11:43,129.5,41.72,496441,62.2,62.5,49.5,48.3,221,217,394,386,49.84,1906.5
2024/5/1 11:44,129.4,41.36,502625,58.2,59.7,47.7,47.4,201,229,404,384,50,1818.6
2024/5/1 11:45,128.1,46.77,497317,61.5,60.1,50.6,46.9,220,225,407,376,50,1879.3
2024/5/1 11:46,131.1,42.07,498446,59,58.7,54.1,49,219,223,425,379,49.48,1884.2
2024/5/1 11:47,131.9,49.66,489342,59.4,60.1,48.7,49.1,195,216,408,396,49.8,1873
2024/5/1 11:48,131.8,40.08,476053,61.8,59.5,50.5,50.6,208,226,409,399,50,1900.4
2024/5/1 11:49,130.2,49.54,486350,65.3,57,50,48.8,207,215,393,413,50,1895.7
2024/5/1 11:50,129.4,45.83,487923,59.1,59.3,48.8,52.3,201,222,391,398,50,1886.4
2024/5/1 11:51,131.7,45.07,486018,62.4,62.5,51.1,46.9,212,234,390,420,49.72,1882.6
2024/5/1 11:52,131.6,43.96,490433,60.3,63.7,51.1,47.3,226,236,398,405,50,1880.4
2024/5/1 11:53,130.9,46.33,493528,60,60.8,48.4,50.3,213,215,403,408,50,1875.2
2024/5/1 11:54,133.2,45.25,496822,63.1,61,52.4,48.5,234,225,405,413,50,1900.6
2024/5/1 11:55,130.6,48.11,487773,59.3,61.6,49.5,48.4,216,227,392,397,49.85,1862.4
2024/5/1 11:56,130.2,45.64,474769,58.7,64.9,51.7,48,224,223,375,422,50,1905.9
2024/5/1 11:57,130,45.74,486136,61.9,59,50.2,46.8,226,229,397,407,50,1839.1
2024/5/1 11:58,128.3,44.47,490349,64.2,58.5,49.6,45.3,239,230,413,422,49.96,1820.1
2024/5/1 11:59,131.6,45.24,499782,62.5,60.9,49.5,48.2,212,242,398,415,50,1875.3
2024/5/1 12:00,130.5,46.16,485458,58.2,61.8,50.9,47.3,226,246,401,409,50,1821.5
2024/5/1 12:01,131.4,41.13,494100,59.8,60.9,47.3,50.1,209,218,383,398,50,1868.1
2024/5/1 12:02,133.4,42.04,492320,63,58.3,50.3,49.4,241,240,404,401,49.91,1831.7
2024/5/1 12:03,130.1,47.28,490351,64.2,62.8,52.2,48.2,208,226,407,406,50,1945.3
2024/5/1 12:04,127.2,45.85,497443,61.5,60.7,50.6,48.5,225,218,395,389,50,1877.6
2024/5/1 12:05,131.4,44.98,484711,59.9,62.1,46,51.7,239,228,414,375,49.8,1852.7
2024/5/1 12:06,130.9,45.49,485396,64.3,64.1,46.8,47.9,206,218,417,397,,1924.3
2024/5/1 12:07,129.6,46.32,489901,60.9,58.1,49.6,51.4,228,220,428,398,49.84,1847
2024/5/1 12:08,131.3,44.11,484874,59.8,57.6,48,52.3,209,207,391,409,50,1875.5
2024/5/1 12:09,131.9,43.52,494058,59.5,62.2,51.3,50.1,248,221,406,418,50,1869.2
2024/5/1 12:10,129.3,45.97,484287,58.6,57,48.6,48.8,198,232,388,402,50,1818.8
2024/5/1 12:11,130.3,43.04,491802,66.7,60.2,50.7,49.2,202,229,410,388,50,1960.1
2024/5/1 12:12,132.9,46.52,489188,63.9,59.9,53.4,51.1,207,225,408,402,50,1948.2
2024/5/1 12:13,129.7,41.25,491707,59.7,61.8,49.6,48.9,207,241,379,404,49.89,1872.6
2024/5/1 12:14,130.8,48.09,486308,64.5,59.7,47.5,54.3,227,246,406,400,50,1899.1
2024/5/1 12:15,126.8,46.7,487271,62.1,62,50.4,48,242,227,400,391,49.99,1868.8
2024/5/1 12:16,128.5,46.17,490750,62,58.9,50.1,51,234,240,388,426,49.31,1845
2024/5/1 12:17,131,47.99,491596,59.6,58.6,50.1,51.4,223,225,399,412,50,1849
2024/5/1 12:18,132.6,49.71,489943,60,61.1,52.3,46.3,221,222,427,410,50,1857.1
2024/5/1 12:19,128.7,48.09,503617,61,61.3,47.2,50,213,232,409,381,50,1870.9
2024/5/1 12:20,130.9,40.96,482045,57.1,61.7,51.6,49,225,220,393,388,49.96,1866.5
2024/5/1 12:21,130.2,42.37,489455,60.1,64,48.4,48.9,218,192,399,384,49.54,1937.6
2024/5/1 12:22,132.2,44.02,477376,61.1,63.6,52.3,51.6,223,218,379,399,50,1972.4
2024/5/1 12:23,129,45.65,492939,63.7,62,45.3,49.1,212,203,390,417,49.96,1926.2
2024/5/1 12:24,131.4,46.89,481037,59.9,62.7,54,52.5,206,216,423,400,50,1963.6
2024/5/1 12:25,129.8,43.79,487729,62.7,61.6,49,47.1,221,214,414,399,50,1889.3
2024/5/1 12:26,131.1,46.08,486975,57,63.5,47.2,47.2,221,214,408,383,49.85,1841.7
2024/5/1 12:27,130.9,43.73,492195,63.4,61.8,51.4,49,214,208,407,406,49.71,1951.8
2024/5/1 12:28,130.4,44.1,485521,59.3,60,50.6,48.3,212,206,420,397,50,1869.2
2024/5/1 12:29,131.6,42.12,485177,61.4,59.6,50.5,47.9,227,213,406,416,50,1857.8
2024/5/1 12:30,130.9,43.34,501422,61.9,63.4,51.5,45,226,216,399,393,49.75,1908.1
2024/5/1 12:31,130.6,42.27,492208,61.5,60.8,49.7,51.7,243,217,402,400,50,1884.8
2024/5/1 12:32,130.3,43.22,485438,60.9,65,49,50.3,237,224,400,396,50,1899.9
2024/5/1 12:33,131,48.3,487915,58.6,58.9,47.3,50.6,206,229,399,398,50,1841
2024/5/1 12:34,131.2,43.3,503080,59.3,63.6,49.4,48.1,219,209,423,411,50,1882.1
2024/5/1 12:35,129.4,52.27,488031,63.1,60.3,48.6,50.7,204,210,390,389,49.86,1941.4
2024/5/1 12:36,130.4,46.93,484393,59.9,61.9,49.6,54,199,241,397,400,49.81,1922.4
2024/5/1 12:37,129.3,46.16,484422,60.9,58.5,49.8,50.8,247,230,381,402,50,1845.2
2024/5/1 12:38,130.8,43.56,485504,58.2,57.5,53.1,49.6,239,212,415,410,50,1834.6
2024/5/1 12:39,130,47.47,485135,62.9,64.1,48.1,49.8,213,206,407,398,50,1941.6
2024/5/1 12:40,132.1,44.29,479648,58.5,60.3,49.3,52.1,236,215,424,415,49.99,1842.2
2024/5/1 12:41,131.9,46.04,480886,63,63.1,48.7,47.3,238,218,395,379,49.87,1890
2024/5/1 12:42,129.5,52.14,483239,59,59.8,46.8,49.4,198,229,393,408,49.91,1844.4
2024/5/1 12:43,130.9,45.51,494600,63.2,63.1,55.4,49.7,231,193,389,403,49.93,2009.3
2024/5/1 12:44,131.9,48.63,486812,61.2,60.3,47.7,50.4,215,209,408,414,49.69,1870.7
2024/5/1 12:45,130.7,44.01,488198,60.1,58.7,50.4,48.2,226,243,399,391,50,1834.2
2024/5/1 12:46,129.8,45.68,500009,64.4,62.5,53,45.6,257,221,407,423,50,1885
2024/5/1 12:47,129.3,50.21,500202,61,63.1,47.1,49.7,240,222,398,419,50,1860.4
2024/5/1 12:48,132.2,44.22,487578,60.5,62.5,51.4,54.4,219,214,420,397,50,1960
2024/5/1 12:49,132.3,50.32,484781,63,60.9,46.6,50.5,238,231,418,408,50,1851.4
2024/5/1 12:50,130.6,47.57,482906,58.2,57.7,48,47.3,198,199,404,390,49.9,1838.7
2024/5/1 12:51,132.1,44.4,495356,56.1,59.1,50.8,48.6,227,216,416,410,50,1818
2024/5/1 12:52,126.5,47.4,488169,63.5,59.8,49.1,49.1,227,196,401,393,50,1921.3
2024/5/1 12:53,133,48.26,486707,59.5,60.7,52.5,52.8,230,221,402,407,49.95,1906.6
2024/5/1 12:54,130.7,47.39,483282,62.9,63.5,49.9,49.4,215,216,377,391,50,1954.1
2024/5/1 12:55,131.2,41.91,483626,61.3,61,50.7,51.8,226,202,409,417,49.67,1919.3
2024/5/1 12:56,130.5,44.03,492336,58.9,57,48.3,50,231,233,403,410,50,1778.7
2024/5/1 12:57,133.1,45.24,479244,62.4,56,47.6,49.8,193,229,414,427,50,1843.4
2024/5/1 12:58,129.4,45.68,497718,60.4,59.8,47.3,47.6,217,234,412,405,49.62,1816.5
2024/5/1 12:59,133.2,47.42,485480,59.1,60.2,47.8,51.2,210,203,394,385,49.93,1884
2024/5/1 13:00,131.6,46.32,488546,59.1,61.9,48.3,48.6,229,209,401,407,49.8,1857.2
2024/5/1 13:01,132,42.55,479038,57.8,58.3,52,51.9,238,236,397,434,49.95,1831.2
2024/5/1 13:02,130.5,46.84,489626,62,58.5,50.5,49.7,214,231,416,400,49.97,1873.1
2024/5/1 13:03,129.1,47.42,487090,59.4,62.1,47.1,49.5,208,238,422,409,50,1843.4
2024/5/1 13:04,132.4,47.31,489307,61.2,63.9,48.8,48.2,223,218,413,411,50,1876.4
2024/5/1 13:05,131.5,48.61,501472,60.9,57.3,49.6,48.7,207,220,427,388,49.64,1862.6
2024/5/1 13:06,133.1,48,491110,59.4,59.7,55.5,48.7,219,229,410,406,49.71,1881.8
2024/5/1 13:07,130.8,47.08,483322,58.2,63.5,49.7,49.8,217,205,392,412,50,1909.7
2024/5/1 13:08,130.4,45.76,483979,66.3,63.1,50.6,52.8,228,224,387,412,50,1978.8
2024/5/1 13:09,133.1,41.79,494421,61.2,59.4,47.7,46.8,225,252,392,399,49.62,1802.3
2024/5/1 13:10,133.9,47.02,500040,64.9,63.6,51.1,49.9,223,217,398,392,49.6,1975.4
2024/5/1 13:11,131.1,46.48,491895,63.6,61.4,52.4,53.2,241,202,395,394,50,1978.5
2024/5/1 13:12,130,46.64,495140,60.6,62.6,49.4,47.3,225,226,404,400,50,1864.1
2024/5/1 13:13,132.3,42.78,494497,61.6,59.9,50.9,48.8,216,211,401,405,49.95,1897.1
2024/5/1 13:14,130.7,43.27,500962,61.6,61.9,50.8,51.4,218,220,404,387,50,1923.1
2024/5/1 13:15,132,48.62,474002,65,58.9,49.8,47.3,212,234,433,416,50,1864.7
2024/5/1 13:16,130.7,45.89,494925,62.9,60.2,52.3,52.7,209,228,414,414,49.85,1930.6
2024/5/1 13:17,133.5,47.7,497447,59.7,60.7,48.1,52.2,205,216,407,433,50,1890.5
2024/5/1 13:18,130.1,46.08,478856,62,61.6,47.9,50.2,235,232,416,407,49.53,1850.4
2024/5/1 13:19,131.8,46.09,482469,62.9,66.1,49.7,43.8,213,201,394,401,50,1939.2
2024/5/1 13:20,130.4,48.36,482737,58.9,66.4,48.9,48.7,225,224,393,385,49.77,1908.5
2024/5/1 13:21,130.7,44.74,483702,62.3,60.5,43.9,51.7,218,217,415,385,49.96,1871.1
2024/5/1 13:22,130.5,46.27,485667,64,64.3,48.2,49,221,193,404,391,50,1967.3
2024/5/1 13:23,132.3,44.88,491449,59.6,59.1,45.4,49.7,235,207,405,388,50,1818.8
2024/5/1 13:24,132.5,44.96,496422,59.9,62.1,49.1,53.8,224,221,390,398,49.8,1914.8
2024/5/1 13:25,132,45.28,498135,63.6,59.9,51.1,50.3,210,231,398,395,49.88,1921.5
2024/5/1 13:26,131,46.62,482770,60.6,60.4,49.8,50.2,215,222,399,417,49.89,1881
2024/5/1 13:27,131.4,44.87,482703,59.4,66.6,50,48.9,232,218,398,410,50,1920.8
2024/5/1 13:28,132.5,49.21,499974,63.1,60.6,49.4,52.9,227,231,429,411,50,1897.7
2024/5/1 13:29,132.6,43.84,494609,62.5,60,50.1,51.8,233,225,429,384,49.98,1885.4
2024/5/1 13:30,127.1,45.62,490085,61.5,59.3,55.4,48.8,219,234,417,404,49.88,1892.8
2024/5/1 13:31,130.8,44.99,493196,63.6,59.8,49,48.3,205,229,405,384,50,1896.5
2024/5/1 13:32,130.9,49.72,489158,63.7,58.5,49.7,48.1,228,213,397,411,50,1870.1
2024/5/1 13:33,132.2,46.6,493580,61.2,61.8,48,48.8,225,230,391,395,50,1873.1
2024/5/1 13:34,131.1,48.69,486682,65.3,61.8,45.9,48.2,225,233,408,388,49.78,1886.8
2024/5/1 13:35,132.3,42.41,491507,64.5,62,50.3,50,205,238,419,399,49.6,1944.3
2024/5/1 13:36,129.6,46.79,477259,57.4,61.3,52,51.4,214,215,413,396,49.92,1886.6
2024/5/1 13:37,131.6,48.36,483827,59.3,60.2,54.4,48.1,210,217,405,413,50,1899.1
2024/5/1 13:38,132.6,46.35,483900,56.9,60,49.4,48.3,227,232,412,397,50,1811.1
2024/5/1 13:39,129,48.81,486307,60.7,61.7,49.2,48.5,227,232,404,404,50,1853.8
2024/5/1 13:40,135,44.86,481876,58.9,61.3,51.6,50.4,221,216,400,393,50,1896.7
2024/5/1 13:41,133,49.68,485005,59.7,60.1,53.2,47.7,233,214,392,397,50,1878.2
2024/5/1 13:42,131.3,51.91,477144,63.6,60.8,47.3,46.8,240,217,400,392,50,1856.3
2024/5/1 13:43,130,45.26,493634,57.9,64.5,51.1,49.2,226,223,408,399,50,1884.8
2024/5/1 13:44,131,45.06,488570,61.6,65.3,53.4,49.9,230,211,399,410,50,1968.2
2024/5/1 13:45,131.4,49.82,475573,61.6,60.9,49.2,49.5,215,227,390,408,49.91,1878.3
2024/5/1 13:46,131.9,50.14,482522,61.2,59.9,47.4,49.5,213,201,405,420,49.59,1877.7
2024/5/1 13:47,133.5,44.89,491878,61.7,61.3,51.3,51.4,234,212,408,388,49.97,1916.9
2024/5/1 13:48,130.6,45.15,484826,56.9,63.7,47.1,52.1,211,224,400,402,50,1885.5
2024/5/1 13:49,132.1,45.51,483579,59.8,61.3,52.1,49.6,230,211,404,397,50,1894
2024/5/1 13:50,129.4,42.85,488542,64.5,62.1,53.7,50,243,217,374,405,49.82,1963.9
2024/5/1 13:51,130.7,43.93,491872,59,60.1,48.8,53.4,230,220,413,405,49.82,1866.3
2024/5/1 13:52,131.9,43.72,477617,64.7,59.1,53.1,49.2,221,247,407,393,50,1898.2
2024/5/1 13:53,132.3,44.31,493493,58.6,62.9,51,48.9,206,206,421,407,49.49,1903.6
2024/5/1 13:54,130.2,46.15,482673,58.4,61.8,52.5,47.1,224,225,402,402,50,1861.4
2024/5/1 13:55,130.7,46.83,488916,59.5,62.7,48.5,51.1,234,210,413,420,50,1879.7
2024/5/1 13:56,133.5,50.13,488760,63.7,58,51,46.9,220,209,418,387,49.63,1879.3
2024/5/1 13:57,133.1,43.76,484810,60.3,65.1,50.2,48.5,234,211,404,397,49.32,1915.8
2024/5/1 13:58,131.6,48.73,480821,62.1,61.9,48.2,47.7,226,220,408,420,50,1862.1
2024/5/1 13:59,128,45.74,486708,61.6,57.8,49.1,47.2,226,239,406,407,49.76,1807.5
2024/5/1 14:00,135.1,46.15,501979,61.3,63.4,50.9,52.8,218,236,385,393,50,1938.8
2024/5/1 14:01,131.3,47.97,478066,64,60.7,47.5,50,205,217,409,403,50,1909.9
2024/5/1 14:02,130.9,43.48,502481,63,61.5,47.4,46.6,217,219,393,381,50,1880.8
2024/5/1 14:03,130.6,47.25,486847,59.2,60.5,47.2,50.4,217,229,394,412,50,1851
2024/5/1 14:04,131.9,46.72,489190,60.9,61.3,48.2,51.8,229,223,411,394,49.75,1876.5
2024/5/1 14:05,132,47.54,480196,64.9,61.4,50.4,50.7,222,214,420,405,50,1940.9
2024/5/1 14:06,132.8,47.04,482702,62.1,58.1,48.8,52,235,230,414,406,50,1849.6
2024/5/1 14:07,130,52.46,484831,58.5,63.2,52.3,50.9,226,242,411,401,50,1896.4
2024/5/1 14:08,130.9,44.73,480471,58.6,61.7,46.9,51.4,216,235,408,373,50,1840
2024/5/1 14:09,134.4,45,487147,63.3,62.4,50.8,49.6,212,238,415,401,50,1921.6
2024/5/1 14:10,131.7,44.78,485544,62.9,63.1,49.1,52.8,215,220,425,374,49.82,1949
2024/5/1 14:11,131.1,44.95,503588,59.6,61.7,49.6,51.4,224,209,397,423,49.82,1886.6
2024/5/1 14:12,130,44.75,479435,63,62.1,51.2,50.4,218,198,398,401,50,1969.2
2024/5/1 14:13,132.2,49.32,489566,64.7,58.5,44.5,48.1,209,197,413,393,49.63,1878.9
2024/5/1 14:14,133,49.91,490708,64.4,59.8,45.5,51.9,234,220,384,379,49.67,1893.2
2024/5/1 14:15,132.7,44.94,480144,64.7,61.7,49.7,52.2,224,228,403,411,49.89,1944.1
2024/5/1 14:16,131,44.29,494182,62.6,61.9,49.4,54.1,226,232,408,409,49.87,1911.7
2024/5/1 14:17,132,47.55,485482,61.1,62.3,46.9,49.7,212,225,398,402,50,1878.7
2024/5/1 14:18,133.9,45,468710,60.7,64.3,53.8,50.6,210,214,381,404,50,1994.6
2024/5/1 14:19,133.1,47.97,493908,61.5,61.3,47.5,50.6,220,230,421,394,50,1864
2024/5/1 14:20,130.3,46.9,479674,59.8,62.2,48.7,45.9,198,208,397,395,50,1894
2024/5/1 14:21,127.6,42.61,480208,60.8,61.6,52.1,51.5,232,209,398,419,50,1927.1
2024/5/1 14:22,131.9,50.27,494073,64.1,61,48.5,50.8,214,230,420,400,50,1891.8
2024/5/1 14:23,132.7,50.9,485773,58.3,61.1,48.1,48.9,219,208,369,409,49.91,1862.2
2024/5/1 14:24,129.8,44.88,495872,58.4,60,50.6,48.2,227,213,423,400,50,1834.1
2024/5/1 14:25,131.5,45.45,498191,63.2,61.3,48.3,47.5,220,211,431,402,49.83,1883
2024/5/1 14:26,131.1,47.14,483330,60.8,61.1,50.6,51.1,208,224,394,430,50,1899.3
2024/5/1 14:27,131.6,47.27,494815,57.7,61.2,50.8,48.5,240,229,399,421,49.62,1816
2024/5/1 14:28,130.7,48.08,482404,61.4,58.1,50.6,50.9,204,230,410,413,50,1879.6
2024/5/1 14:29,133.4,51.47,506292,61.1,61.3,52.2,49.7,196,215,408,404,50,1951.9
2024/5/1 14:30,131.7,46,482862,60.7,59.8,49.1,50.4,233,220,416,414,50,1854.7
2024/5/1 14:31,130.2,44.45,496594,62.9,61.4,48.8,52.5,205,231,411,383,50,1940.2
2024/5/1 14:32,132.9,43.01,495114,58.9,59.4,49.7,50.9,238,216,415,404,49.68,1836.1
2024/5/1 14:33,129.6,44.63,490871,61.6,61.7,44.2,50.7,227,212,446,396,50,1851.5
2024/5/1 14:34,133.5,46.38,482956,61.1,61,50.3,48.8,226,215,386,413,49.72,1881.9
2024/5/1 14:35,133,50.96,487088,61.6,60.3,49.2,50.9,216,215,421,414,49.92,1887.1
2024/5/1 14:36,133.6,45.18,471049,58.1,62.1,50.6,49.8,213,223,423,419,49.8,1850.2
2024/5/1 14:37,131.3,47.04,490051,60.5,62.3,48,47.2,218,222,392,404,50,1860.7
2024/5/1 14:38,130.8,46.45,491030,61.6,61.5,52.5,49.5,212,221,395,404,50,1931.2
2024/5/1 14:39,131.7,49.46,489279,62.7,62.7,49.4,52.3,237,213,411,412,,1921.3
2024/5/1 14:40,131.4,52.81,464402,65.3,60.8,51.5,48.1,214,211,390,420,49.59,1937.9
2024/5/1 14:41,130.6,45.17,478041,63.2,62.4,48.8,50.6,229,230,397,388,50,1899.9
2024/5/1 14:42,130.7,45.28,482159,62.5,61.5,50.8,49.6,235,227,408,403,49.93,1892.7
2024/5/1 14:43,131,49.12,490454,64.1,59.6,46.7,49.9,212,217,397,377,49.68,1897.9
2024/5/1 14:44,129.8,48.22,490413,61,60,45.5,49.5,227,222,402,417,50,1828.1
2024/5/1 14:45,132.6,51.14,486713,64.7,63.9,49.4,50.4,212,237,394,396,50,1952.7
2024/5/1 14:46,131.5,47.99,493134,63.8,64.8,49.8,47.8,221,222,394,410,50,1936.4
2024/5/1 14:47,131.1,45.63,479819,60.7,63,49.7,51,217,223,411,389,50,1926.3
2024/5/1 14:48,129.9,48.01,492887,65.5,60.4,49.3,49,214,241,404,404,49.52,1903
2024/5/1 14:49,129.9,49.31,491780,62.5,64.5,49.1,50.2,225,236,406,399,50,1924.4
2024/5/1 14:50,134.5,48.6,490979,66,62.8,51.2,50.3,208,215,413,396,49.6,1992.9
2024/5/1 14:51,130.7,47.82,486478,62.2,62.3,53.4,50.4,234,236,407,417,49.73,1914.2
2024/5/1 14:52,132.5,49.22,502556,60.5,65.3,55,49.4,210,221,401,394,50,1994.2
2024/5/1 14:53,131.9,49.48,491832,60.1,59.9,52.1,47.4,208,210,394,419,50,1885
2024/5/1 14:54,127.5,50.02,480115,60.9,63.2,45.3,48.8,220,238,410,424,49.6,1836.6
2024/5/1 14:55,134.3,48.19,489824,60.5,60,52,49.2,218,214,429,399,49.14,1886.1
2024/5/1 14:56,132.7,46.16,493833,64.2,60.4,52,46.4,227,217,416,425,49.8,1881
2024/5/1 14:57,130.5,46.94,483084,61.6,66.8,49.7,48.8,224,218,387,416,50,1951.2
2024/5/1 14:58,131.6,49.6,496478,58.4,62.7,51.7,52.1,203,247,381,432,49.77,1905.7
2024/5/1 14:59,129.9,44.54,490795,62.1,65.3,50.6,47.8,235,211,396,427,49.8,1920.7
2024/5/1 15:00,134.4,47.51,468974,61.9,62.7,49.9,51.4,220,216,387,407,50,1936
2024/5/1 15:01,130.3,45.61,490086,60.7,62.5,50.4,48.8,226,219,390,418,49.65,1894.6
2024/5/1 15:02,130.9,46.67,484416,62.2,60.4,48.8,48.7,249,229,377,402,50,1840.2
2024/5/1 15:03,130.6,49.8,491936,61.6,63.6,46.2,49.5,238,222,408,421,49.81,1863.8
2024/5/1 15:04,131.8,47.09,495167,62.9,61.7,46.1,50.5,225,215,391,391,50,1898.2
2024/5/1 15:05,133.7,46.73,489148,62.8,61.8,51.7,49,206,230,391,400,49.84,1938.4
2024/5/1 15:06,134.4,43.22,500883,62.4,61.2,47.8,48.8,207,239,397,397,50,1887
2024/5/1 15:07,131.1,48.49,486106,59.1,61.5,46.8,52.7,237,203,398,401,49.25,1881.6
2024/5/1 15:08,132.3,48.24,492508,65.9,61.7,46.8,50.2,218,215,402,401,50,1924.7
